order_id,customer_id,order_date,status
1639,3199,2024-12-12,RETURNED
1640,3632,2024-10-17,SHIPPED
1641,2840,2025-05-02,PENDING
1642,4111,2024-08-06,PAID
1643,4687,2025-01-03,SHIPPED
1644,1469,2025-01-22,PENDING
1645,774,2025-06-11,PAID
1646,3119,2025-06-27,PAID
1647,1935,2025-04-15,SHIPPED
1648,2378,2025-06-04,RETURNED
1649,1403,2024-09-25,PENDING
1650,2766,2024-11-05,PENDING
1651,3811,2024-11-23,RETURNED
1652,114,2024-11-20,SHIPPED
1653,3064,2025-03-29,SHIPPED
1654,380,2025-03-09,RETURNED
1655,3239,2025-07-22,PENDING
1656,4349,2024-11-09,SHIPPED
1657,3029,2024-10-22,SHIPPED
1658,2323,2024-09-13,PENDING
1659,149,2025-05-02,SHIPPED
1660,2993,2024-11-09,PENDING
1661,3551,2024-09-25,PAID
1662,1417,2025-06-25,PAID
1663,3424,2024-12-08,SHIPPED
1664,4885,2025-02-15,SHIPPED
1665,92,2024-11-04,PENDING
1666,2460,2024-08-07,RETURNED
1667,3325,2024-10-25,RETURNED
1668,2287,2025-02-24,SHIPPED
1669,145,2025-07-02,RETURNED
1670,4460,2025-06-08,RETURNED
1671,2238,2024-09-23,RETURNED
1672,3707,2025-07-04,SHIPPED
1673,2767,2024-08-21,SHIPPED
1674,914,2024-09-30,RETURNED
1675,2356,2024-10-24,PENDING
1676,3225,2025-01-02,PENDING
1677,4077,2024-11-05,RETURNED
1678,3320,2025-01-18,PENDING
1679,3275,2025-07-08,PAID
1680,4175,2024-09-07,PAID
1681,463,2025-03-04,SHIPPED
1682,3868,2025-06-24,SHIPPED
1683,4567,2025-02-25,PAID
1684,2153,2025-07-14,PENDING
1685,2725,2025-06-12,PENDING
1686,2417,2024-10-13,RETURNED
1687,2091,2024-12-16,RETURNED
1688,3219,2025-01-30,PENDING
1689,3772,2025-07-18,PAID
1690,3410,2025-03-27,RETURNED
1691,2087,2024-09-13,RETURNED
1692,771,2025-05-15,RETURNED
1693,3010,2025-07-12,RETURNED
1694,4485,2025-05-09,PAID
1695,4446,2024-08-01,PAID
1696,45,2025-06-30,PENDING
1697,4767,2025-03-06,PENDING
1698,267,2025-02-15,PENDING
1699,2608,2024-11-08,PAID
1700,3428,2025-02-12,PENDING
1701,3787,2025-02-17,RETURNED
1702,2376,2024-12-30,PENDING
1703,2655,2024-12-29,PAID
1704,3089,2024-09-08,PENDING
1705,1838,2024-11-27,RETURNED
1706,1260,2024-12-10,PAID
1707,2151,2024-08-25,RETURNED
1708,4967,2025-03-14,SHIPPED
1709,2523,2024-08-16,RETURNED
1710,813,2024-11-26,SHIPPED
1711,3609,2024-09-18,RETURNED
1712,2541,2025-05-23,RETURNED
1713,4110,2024-10-12,RETURNED
1714,4025,2024-08-02,SHIPPED
1715,906,2024-09-03,PENDING
1716,1468,2025-05-09,PENDING
1717,591,2025-03-29,RETURNED
1718,2085,2025-01-10,PENDING
1719,4481,2025-03-06,SHIPPED
1720,4431,2025-02-10,PENDING
1721,4442,2025-06-22,PENDING
1722,2375,2025-04-05,PAID
1723,3410,2025-03-21,RETURNED
1724,2177,2024-07-31,PAID
1725,4559,2025-03-11,PENDING
1726,3092,2024-08-10,RETURNED
1727,4873,2025-07-07,RETURNED
1728,2527,2025-05-03,PENDING
1729,3485,2024-08-21,SHIPPED
1730,2280,2024-08-24,PENDING
1731,1476,2025-03-13,PENDING
1732,2272,2024-11-20,SHIPPED
1733,3754,2025-07-16,RETURNED
1734,3777,2025-02-06,SHIPPED
1735,1956,2025-03-20,PAID
1736,3448,2024-12-20,RETURNED
1737,4675,2025-02-25,RETURNED
1738,2629,2025-07-11,SHIPPED
1739,2250,2024-09-18,RETURNED
1740,2972,2024-12-24,PENDING
1741,4610,2025-05-27,PENDING
1742,2660,2024-11-01,PAID
1743,2019,2024-08-23,PENDING
1744,3237,2025-05-23,PENDING
1745,4224,2025-01-05,RETURNED
1746,3224,2025-06-28,PENDING
1747,3800,2024-11-24,PAID
1748,2046,2025-07-17,SHIPPED
1749,1742,2025-01-29,RETURNED
1750,4879,2025-06-16,PAID
1751,4960,2025-05-12,PENDING
1752,623,2025-01-18,RETURNED
1753,4507,2025-07-21,PENDING
1754,2555,2025-04-04,PENDING
1755,1745,2024-12-03,RETURNED
1756,2760,2024-08-05,PENDING
1757,4009,2025-04-16,PENDING
1758,2873,2024-11-23,PENDING
1759,2032,2025-05-30,SHIPPED
1760,1244,2024-10-26,RETURNED
1761,395,2024-11-18,SHIPPED
1762,2128,2025-05-02,SHIPPED
1763,2931,2025-04-04,PAID
1764,3408,2024-11-09,SHIPPED
1765,3870,2025-03-14,PENDING
1766,3626,2025-05-31,PAID
1767,4778,2025-01-15,PENDING
1768,187,2025-02-11,PAID
1769,1554,2024-10-24,RETURNED
1770,2639,2025-05-14,SHIPPED
1771,2974,2025-01-08,PENDING
1772,4415,2025-03-19,RETURNED
1773,1671,2025-06-18,PAID
1774,2782,2025-06-04,PAID
1775,4644,2024-11-08,PENDING
1776,874,2024-09-17,RETURNED
1777,2889,2024-09-29,SHIPPED
1778,4987,2025-04-15,RETURNED
1779,1287,2025-04-25,RETURNED
1780,4603,2025-02-14,PAID
1781,2931,2025-02-09,SHIPPED
1782,2927,2025-02-07,SHIPPED
1783,2784,2025-06-20,PENDING
1784,551,2024-11-10,PAID
1785,3311,2024-08-04,PENDING
1786,3200,2024-12-09,SHIPPED
1787,2970,2024-12-05,PENDING
1788,3234,2025-07-22,RETURNED
1789,3490,2025-06-13,SHIPPED
1790,2098,2025-04-01,SHIPPED
1791,4841,2024-08-29,SHIPPED
1792,684,2024-07-23,PAID
1793,3111,2024-08-23,PAID
1794,1572,2025-03-30,SHIPPED
1795,4253,2025-04-09,PENDING
1796,2663,2025-06-22,PENDING
1797,2457,2025-03-29,PAID
1798,1587,2024-07-24,PENDING
1799,1344,2024-11-11,SHIPPED
1800,2667,2025-03-08,SHIPPED
1801,3261,2025-05-17,PENDING
1802,81,2024-09-09,PENDING
1803,369,2024-08-19,SHIPPED
1804,3893,2025-01-16,RETURNED
1805,4858,2025-03-28,PENDING
1806,3816,2024-10-20,PAID
1807,4035,2025-04-15,PENDING
1808,1628,2024-12-26,RETURNED
1809,1651,2025-04-18,PAID
1810,4330,2024-08-25,RETURNED
1811,1725,2024-10-24,PAID
1812,4305,2025-05-26,PENDING
1813,1216,2025-04-21,PENDING
1814,4376,2025-05-06,RETURNED
1815,4757,2024-09-06,SHIPPED
1816,1246,2025-07-21,PAID
1817,3609,2025-07-21,RETURNED
1818,2008,2025-07-19,SHIPPED
1819,3361,2025-02-19,PAID
1820,2919,2025-04-08,PENDING
1821,2475,2024-10-11,PAID
1822,202,2024-09-08,RETURNED
1823,4563,2024-08-01,RETURNED
1824,2243,2025-02-15,PAID
1825,1299,2025-05-21,RETURNED
1826,813,2024-09-29,PAID
1827,3622,2024-07-31,PAID
1828,2896,2024-08-22,PENDING
1829,4726,2024-11-08,RETURNED
1830,3964,2025-04-17,SHIPPED
1831,4422,2025-04-06,PAID
1832,4876,2024-10-23,PAID
1833,1368,2024-08-06,PAID
1834,2752,2024-12-18,PENDING
1835,27,2024-10-10,PENDING
1836,2226,2024-10-27,PAID
1837,1595,2025-03-15,PENDING
1838,788,2025-02-05,SHIPPED
1839,3441,2024-12-23,RETURNED
1840,3789,2024-10-17,PENDING
1841,831,2024-12-01,SHIPPED
1842,529,2025-04-05,PENDING
1843,3187,2025-05-07,PENDING
1844,3956,2025-06-30,PAID
1845,1973,2024-08-23,RETURNED
1846,2551,2024-12-06,RETURNED
1847,1200,2025-04-10,PAID
1848,2577,2025-05-30,SHIPPED
1849,2863,2025-05-10,PENDING
1850,164,2025-06-07,PAID
1851,2562,2024-08-24,PAID
1852,1675,2025-03-16,PENDING
1853,4310,2024-08-31,PAID
1854,3364,2025-01-13,RETURNED
1855,1312,2025-04-25,PAID
1856,2532,2024-08-11,PENDING
1857,3357,2025-04-30,PAID
1858,1704,2025-04-25,PAID
1859,4128,2024-08-10,PENDING
1860,1943,2024-12-03,RETURNED
1861,4208,2025-04-03,SHIPPED
1862,4217,2025-01-31,PAID
1863,4593,2024-07-29,PAID
1864,594,2025-06-24,PENDING
1865,433,2024-12-04,RETURNED
1866,1324,2024-10-07,RETURNED
1867,2746,2025-04-15,PAID
1868,3046,2025-04-27,RETURNED
1869,3891,2025-03-13,RETURNED
1870,76,2025-05-10,PAID
1871,598,2024-08-17,SHIPPED
1872,3635,2025-01-19,PAID
1873,1848,2024-10-26,SHIPPED
1874,2705,2025-01-05,PENDING
1875,3473,2025-01-17,SHIPPED
1876,1462,2024-07-28,PAID
1877,3033,2024-07-28,SHIPPED
1878,3841,2024-11-09,SHIPPED
1879,426,2025-03-07,RETURNED
1880,1780,2025-03-16,SHIPPED
1881,2293,2024-10-15,SHIPPED
1882,4303,2024-10-16,PENDING
1883,1640,2025-01-22,SHIPPED
1884,4797,2024-09-03,PAID
1885,1842,2025-02-24,PENDING
1886,3079,2025-03-31,PAID
1887,932,2025-05-11,PAID
1888,1241,2024-12-31,PENDING
1889,731,2024-09-25,RETURNED
1890,2764,2025-02-02,PENDING
1891,2230,2025-07-19,PENDING
1892,1271,2024-11-06,PAID
1893,2798,2024-08-07,PENDING
1894,2105,2025-05-12,PAID
1895,46,2025-07-01,SHIPPED
1896,3119,2025-01-26,SHIPPED
1897,3495,2025-01-16,RETURNED
1898,3464,2025-05-16,PENDING
1899,2644,2025-06-29,SHIPPED
1900,310,2024-09-25,PENDING
1901,3595,2024-12-17,RETURNED
1902,4991,2025-04-22,RETURNED
1903,4889,2025-06-28,RETURNED
1904,330,2025-06-05,RETURNED
1905,4236,2024-08-11,SHIPPED
1906,4751,2024-10-29,SHIPPED
1907,1116,2025-06-26,RETURNED
1908,514,2025-03-21,SHIPPED
1909,4856,2025-03-22,RETURNED
1910,2886,2024-12-29,PENDING
1911,674,2025-04-02,SHIPPED
1912,1130,2024-10-03,SHIPPED
1913,1885,2025-06-28,PENDING
1914,2106,2024-11-16,RETURNED
1915,3350,2025-06-05,PENDING
1916,4458,2025-05-08,SHIPPED
1917,2195,2025-06-10,SHIPPED
1918,3537,2024-11-24,PENDING
1919,2865,2025-07-03,PENDING
1920,3974,2025-03-25,RETURNED
1921,2560,2025-07-12,RETURNED
1922,3482,2025-06-11,SHIPPED
1923,1852,2025-06-29,PENDING
1924,4177,2025-05-31,PENDING
1925,64,2025-06-19,PENDING
1926,2295,2025-01-28,SHIPPED
1927,1084,2024-10-08,SHIPPED
1928,595,2025-07-09,RETURNED
1929,2609,2024-11-21,RETURNED
1930,4968,2025-01-13,RETURNED
1931,1785,2025-02-25,SHIPPED
1932,169,2024-08-08,SHIPPED
1933,450,2025-03-27,PAID
1934,4195,2024-08-23,PENDING
1935,1700,2025-07-11,RETURNED
1936,1293,2025-07-08,RETURNED
1937,1446,2025-04-10,SHIPPED
1938,1426,2025-01-03,RETURNED
1939,425,2025-02-15,RETURNED
1940,3949,2025-01-04,RETURNED
1941,786,2025-05-11,SHIPPED
1942,3389,2024-08-15,PENDING
1943,2639,2025-05-16,RETURNED
1944,4908,2025-01-17,PENDING
1945,2490,2025-04-22,PAID
1946,3410,2024-07-23,RETURNED
1947,3669,2025-01-19,RETURNED
1948,3454,2025-05-14,SHIPPED
1949,4106,2025-05-08,SHIPPED
1950,1017,2025-06-18,SHIPPED
1951,4588,2024-10-04,PAID
1952,840,2025-01-03,PENDING
1953,3610,2024-09-07,RETURNED
1954,2937,2025-07-05,PENDING
1955,4986,2024-11-05,SHIPPED
1956,3574,2025-01-25,PAID
1957,593,2024-09-24,SHIPPED
1958,734,2024-10-15,RETURNED
1959,3470,2024-12-15,SHIPPED
1960,2730,2025-05-17,RETURNED
1961,4071,2024-11-02,RETURNED
1962,439,2025-06-27,PAID
1963,3746,2025-03-22,SHIPPED
1964,1700,2025-04-20,PENDING
1965,2835,2025-05-09,RETURNED
1966,2491,2024-12-04,SHIPPED
1967,3999,2025-04-18,RETURNED
1968,4795,2024-08-18,PAID
1969,1538,2025-05-20,SHIPPED
1970,4337,2024-10-28,SHIPPED
1971,1165,2025-03-10,PENDING
1972,3390,2025-03-06,SHIPPED
1973,4505,2025-04-13,PAID
1974,2955,2025-07-14,RETURNED
1975,3423,2025-06-05,PAID
1976,3412,2025-01-12,PENDING
1977,3513,2025-04-15,PAID
1978,1729,2025-06-01,PENDING
1979,1849,2025-06-18,SHIPPED
1980,177,2024-09-11,SHIPPED
1981,4996,2025-06-14,RETURNED
1982,1734,2024-11-07,SHIPPED
1983,3907,2025-07-04,PAID
1984,3347,2024-09-08,SHIPPED
1985,4662,2025-03-27,PENDING
1986,4102,2024-10-09,RETURNED
1987,2848,2024-10-27,PENDING
1988,3536,2024-10-30,SHIPPED
1989,4096,2025-05-20,PAID
1990,1549,2024-10-01,SHIPPED
1991,3900,2024-11-14,SHIPPED
1992,2222,2025-02-04,PAID
1993,4866,2024-10-14,PENDING
1994,3885,2024-12-19,PAID
1995,1925,2024-08-22,PENDING
1996,4742,2024-10-30,RETURNED
1997,1128,2024-09-29,PENDING
1998,2459,2025-03-31,SHIPPED
1999,1321,2024-07-28,PENDING
2000,4532,2024-09-03,PENDING
2001,1039,2024-12-30,PAID
2002,1617,2024-11-14,SHIPPED
2003,955,2025-01-27,PAID
2004,570,2024-12-24,RETURNED
2005,3463,2024-09-25,PENDING
2006,1318,2024-12-01,PENDING
2007,4052,2025-02-28,RETURNED
2008,4963,2024-11-28,PAID
2009,4045,2024-07-24,RETURNED
2010,1534,2024-08-07,SHIPPED
2011,2608,2025-06-20,SHIPPED
2012,1358,2024-09-27,RETURNED
2013,846,2025-06-30,SHIPPED
2014,1185,2024-11-10,PENDING
2015,595,2025-02-18,PAID
2016,3199,2025-04-29,PENDING
2017,3156,2025-05-13,PENDING
2018,1120,2025-07-01,PAID
2019,1806,2025-02-18,PENDING
2020,2404,2024-11-13,SHIPPED
2021,2005,2025-04-20,SHIPPED
2022,2326,2024-08-17,SHIPPED
2023,2764,2025-01-04,PAID
2024,752,2025-02-17,PAID
2025,3557,2024-08-19,PENDING
2026,2456,2024-10-13,PENDING
2027,766,2025-05-19,SHIPPED
2028,4724,2025-06-23,PAID
2029,4237,2024-12-03,SHIPPED
2030,4589,2025-03-12,PAID
2031,4364,2024-09-01,RETURNED
2032,3409,2024-12-19,PAID
2033,2319,2025-07-10,SHIPPED
2034,2009,2025-06-29,PENDING
2035,1240,2024-07-27,PAID
2036,3949,2025-02-23,RETURNED
2037,4703,2025-06-27,PENDING
2038,1256,2024-08-16,SHIPPED
2039,1054,2025-05-02,PENDING
2040,3767,2025-05-12,PENDING
2041,1480,2025-04-23,RETURNED
2042,3722,2025-06-03,RETURNED
2043,696,2024-12-25,RETURNED
2044,2607,2025-06-07,PENDING
2045,2839,2025-02-11,SHIPPED
2046,3715,2024-08-03,SHIPPED
2047,2105,2025-05-21,PAID
2048,619,2025-01-31,PENDING
2049,2115,2024-11-23,PAID
2050,3833,2024-10-09,PENDING
2051,4089,2025-03-31,RETURNED
2052,4264,2025-07-11,RETURNED
2053,3529,2024-11-12,PAID
2054,4583,2025-02-25,PAID
2055,917,2025-04-04,RETURNED
2056,2081,2025-06-30,PENDING
2057,4920,2025-06-13,PENDING
2058,3185,2025-03-27,SHIPPED
2059,4834,2025-05-14,SHIPPED
2060,132,2024-07-25,PENDING
2061,2838,2024-09-18,SHIPPED
2062,4921,2024-08-06,SHIPPED
2063,2568,2024-11-15,RETURNED
2064,3522,2025-04-18,RETURNED
2065,1328,2024-12-21,RETURNED
2066,700,2025-03-02,PENDING
2067,1845,2025-05-03,RETURNED
2068,3395,2025-02-23,RETURNED
2069,2619,2024-09-03,RETURNED
2070,4572,2024-09-11,SHIPPED
2071,4501,2025-02-11,PENDING
2072,2883,2024-08-05,SHIPPED
2073,3374,2025-05-29,RETURNED
2074,3237,2025-06-27,PENDING
2075,4993,2025-03-13,PAID
2076,2402,2024-11-23,RETURNED
2077,4037,2025-06-20,RETURNED
2078,808,2024-12-01,RETURNED
2079,2198,2024-09-17,SHIPPED
2080,2158,2024-12-31,SHIPPED
2081,1490,2025-02-06,PAID
2082,642,2024-11-12,PENDING
2083,886,2024-11-26,PAID
2084,1260,2024-12-27,PENDING
2085,1929,2024-09-17,PAID
2086,1127,2024-07-23,RETURNED
2087,4755,2024-11-17,PAID
2088,3385,2024-09-04,SHIPPED
2089,1132,2024-11-04,SHIPPED
2090,2781,2024-12-03,PENDING
2091,4169,2025-07-19,SHIPPED
2092,1966,2024-10-07,SHIPPED
2093,4456,2025-06-15,SHIPPED
2094,1022,2024-12-29,SHIPPED
2095,1014,2025-06-25,RETURNED
2096,911,2025-02-19,PENDING
2097,2418,2025-05-30,SHIPPED
2098,1827,2024-08-04,PAID
2099,1655,2024-11-15,PAID
2100,161,2025-06-28,PENDING
2101,3033,2024-10-25,PENDING
2102,1595,2025-05-03,PAID
2103,463,2025-01-08,PAID
2104,208,2025-06-26,RETURNED
2105,2596,2025-03-17,SHIPPED
2106,811,2025-06-09,PENDING
2107,49,2025-03-01,PENDING
2108,2837,2024-12-19,PAID
2109,1261,2024-10-17,PAID
2110,4535,2025-07-04,SHIPPED
2111,3822,2025-01-27,PAID
2112,3976,2025-04-20,PAID
2113,1938,2025-06-22,SHIPPED
2114,3418,2024-11-10,PENDING
2115,4959,2025-06-10,RETURNED
2116,1597,2025-01-14,PAID
2117,393,2025-04-17,SHIPPED
2118,4314,2025-01-30,PENDING
2119,3833,2025-06-22,PENDING
2120,2286,2025-07-14,PAID
2121,2266,2025-05-04,PAID
2122,4224,2024-10-04,PAID
2123,725,2024-08-22,RETURNED
2124,2485,2024-09-21,PENDING
2125,3978,2025-02-22,PAID
2126,4563,2025-03-01,PENDING
2127,4017,2024-12-30,PENDING
2128,1314,2024-09-23,SHIPPED
2129,1321,2024-10-23,PAID
2130,1435,2025-03-05,RETURNED
2131,2850,2025-07-12,SHIPPED
2132,410,2024-12-29,PENDING
2133,915,2024-07-24,PENDING
2134,2322,2024-10-19,PAID
2135,3532,2024-11-04,PENDING
2136,2725,2025-06-05,SHIPPED
2137,3648,2025-05-03,SHIPPED
2138,4179,2025-03-13,PAID
2139,1009,2025-04-15,PENDING
2140,4699,2024-09-01,PENDING
2141,3899,2024-08-13,PENDING
2142,4196,2024-08-31,SHIPPED
2143,1464,2025-05-01,PENDING
2144,469,2025-01-28,PAID
2145,1725,2025-05-03,SHIPPED
2146,4388,2025-06-09,PAID
2147,357,2024-10-22,PAID
2148,1330,2025-07-20,RETURNED
2149,1619,2025-03-14,PENDING
2150,3852,2025-01-27,RETURNED
2151,2589,2025-03-11,RETURNED
2152,802,2025-04-28,RETURNED
2153,2532,2024-08-20,PENDING
2154,4031,2024-10-02,PENDING
2155,4703,2025-02-04,PENDING
2156,849,2025-03-20,PAID
2157,2060,2024-09-11,PAID
2158,3927,2024-09-07,PAID
2159,1767,2025-04-11,RETURNED
2160,999,2024-09-01,PENDING
2161,270,2024-10-31,PENDING
2162,3825,2024-11-18,SHIPPED
2163,4576,2024-07-26,PAID
2164,1377,2024-10-01,PENDING
2165,976,2024-08-24,PENDING
2166,1209,2024-12-06,RETURNED
2167,1529,2025-04-02,SHIPPED
2168,3235,2025-02-15,PENDING
2169,4363,2025-06-25,PENDING
2170,2805,2025-02-01,RETURNED
2171,3757,2024-11-03,PENDING
2172,1655,2025-05-12,PAID
2173,3565,2025-01-03,RETURNED
2174,5,2024-11-29,PAID
2175,795,2024-10-15,SHIPPED
2176,4567,2025-02-07,RETURNED
2177,4339,2025-02-15,SHIPPED
2178,3815,2024-12-31,SHIPPED
2179,2406,2025-04-24,SHIPPED
2180,1188,2024-08-25,RETURNED
2181,2108,2024-09-15,PENDING
2182,1976,2024-08-27,PAID
2183,3719,2024-10-01,PAID
2184,1717,2024-10-13,PAID
2185,4594,2025-04-29,PENDING
2186,3736,2025-05-13,PENDING
2187,3439,2025-02-20,RETURNED
2188,4605,2024-12-04,PENDING
2189,3321,2025-06-28,RETURNED
2190,4930,2025-02-04,RETURNED
2191,4294,2024-12-01,PENDING
2192,3403,2025-07-06,PAID
2193,2753,2024-07-23,RETURNED
2194,1945,2025-03-08,SHIPPED
2195,2185,2024-10-09,SHIPPED
2196,1713,2024-10-01,RETURNED
2197,512,2025-01-09,PAID
2198,3004,2024-07-31,PENDING
2199,1917,2025-06-04,PAID
2200,98,2025-01-09,RETURNED
2201,358,2025-03-01,PAID
2202,1871,2024-09-01,PENDING
2203,1815,2025-03-23,RETURNED
2204,1395,2024-08-09,RETURNED
2205,1442,2025-03-18,PAID
2206,1337,2024-09-20,RETURNED
2207,1077,2025-06-16,PAID
2208,1740,2024-08-01,RETURNED
2209,1634,2024-11-08,SHIPPED
2210,753,2025-01-26,SHIPPED
2211,1700,2024-11-02,SHIPPED
2212,195,2024-12-26,PENDING
2213,4084,2025-02-07,PAID
2214,3804,2024-10-09,RETURNED
2215,989,2025-07-22,RETURNED
2216,4547,2025-02-19,PENDING
2217,1847,2024-10-09,RETURNED
2218,4150,2024-09-12,PAID
2219,650,2025-03-21,PENDING
2220,2466,2024-11-07,PAID
2221,4792,2025-02-07,SHIPPED
2222,76,2025-05-21,PENDING
2223,2286,2024-11-05,PAID
2224,3244,2025-01-26,PENDING
2225,196,2025-03-17,SHIPPED
2226,2164,2025-04-17,PENDING
2227,4573,2025-06-16,RETURNED
2228,2981,2025-05-14,PENDING
2229,4495,2024-08-11,PAID
2230,3946,2025-02-06,SHIPPED
2231,4664,2024-11-04,PAID
2232,1260,2025-02-24,PENDING
2233,3533,2025-03-13,SHIPPED
2234,250,2024-11-06,PAID
2235,2834,2024-07-31,SHIPPED
2236,3723,2025-01-20,PENDING
2237,488,2025-04-02,PAID
2238,2723,2024-10-18,PAID
2239,4098,2024-08-20,PAID
2240,2593,2025-07-05,PENDING
2241,1188,2024-11-21,PENDING
2242,1045,2025-07-15,RETURNED
2243,1915,2024-12-19,SHIPPED
2244,320,2025-07-06,RETURNED
2245,3996,2025-05-24,PAID
2246,3700,2025-01-04,PAID
2247,60,2024-12-13,SHIPPED
2248,3408,2024-12-22,RETURNED
2249,4844,2025-06-22,PENDING
2250,1163,2024-08-06,RETURNED
2251,1012,2024-11-17,PENDING
2252,4312,2025-04-02,PAID
2253,2288,2025-02-12,PENDING
2254,1061,2025-02-15,RETURNED
2255,1316,2025-05-27,PENDING
2256,2487,2025-05-09,RETURNED
2257,4066,2025-03-11,PENDING
2258,3285,2025-01-31,SHIPPED
2259,23,2025-06-20,PENDING
2260,599,2024-09-10,PENDING
2261,1103,2024-09-13,PENDING
2262,909,2025-04-12,PAID
2263,3452,2025-04-27,PAID
2264,824,2025-03-02,PENDING
2265,557,2025-02-23,SHIPPED
2266,2865,2025-02-08,RETURNED
2267,3716,2025-05-22,PAID
2268,3678,2024-07-26,PAID
2269,1553,2025-01-12,SHIPPED
2270,3912,2025-03-13,PAID
2271,4185,2025-06-20,PAID
2272,2618,2025-01-20,PAID
2273,3366,2025-04-03,PENDING
2274,3894,2025-02-18,PAID
2275,4368,2025-04-09,SHIPPED
2276,1542,2025-01-06,RETURNED
2277,3170,2024-10-29,RETURNED
2278,4173,2025-01-12,RETURNED
2279,2443,2025-07-04,PAID
2280,844,2025-05-26,PAID
2281,1569,2025-04-20,SHIPPED
2282,99,2025-02-20,PAID
2283,1797,2024-08-08,RETURNED
2284,800,2024-11-03,PENDING
2285,2088,2024-10-30,PENDING
2286,3283,2025-03-23,SHIPPED
2287,18,2024-08-09,RETURNED
2288,1637,2025-01-12,SHIPPED
2289,4157,2024-10-12,RETURNED
2290,1129,2025-04-04,RETURNED
2291,2681,2025-05-11,SHIPPED
2292,2196,2025-05-20,PENDING
2293,3516,2025-04-05,PAID
2294,3794,2025-03-04,RETURNED
2295,1804,2024-12-19,PENDING
2296,1097,2025-01-09,PENDING
2297,163,2025-05-02,PAID
2298,3778,2024-11-08,SHIPPED
2299,153,2024-08-01,PENDING
2300,2439,2025-02-17,PENDING
2301,2643,2024-08-19,PENDING
2302,4950,2025-01-21,PENDING
2303,458,2024-12-17,PAID
2304,1786,2025-03-04,PENDING
2305,843,2024-11-23,PENDING
2306,1965,2024-07-31,PENDING
2307,4714,2025-01-24,RETURNED
2308,1329,2024-10-21,PAID
2309,4735,2025-02-12,PENDING
2310,4894,2025-07-13,PAID
2311,2062,2025-03-06,RETURNED
2312,693,2024-10-27,SHIPPED
2313,4905,2025-02-21,RETURNED
2314,3034,2024-11-04,SHIPPED
2315,1927,2024-11-15,PENDING
2316,3094,2024-08-26,PAID
2317,745,2025-04-05,RETURNED
2318,3883,2024-08-05,RETURNED
2319,1022,2025-01-31,PENDING
2320,2186,2024-08-15,RETURNED
2321,4899,2025-07-21,PENDING
2322,510,2024-12-09,PAID
2323,2243,2025-04-06,PENDING
2324,2610,2025-01-22,RETURNED
2325,1785,2024-10-19,PENDING
2326,3724,2024-12-22,SHIPPED
2327,2656,2025-05-29,RETURNED
2328,690,2024-10-02,SHIPPED
2329,4493,2025-04-08,PAID
2330,223,2025-03-30,PAID
2331,4859,2024-09-01,SHIPPED
2332,2414,2025-05-24,RETURNED
2333,3598,2025-05-17,SHIPPED
2334,3032,2025-01-15,RETURNED
2335,4107,2024-09-05,RETURNED
2336,1758,2024-07-30,PAID
2337,1303,2025-06-17,PENDING
2338,992,2025-05-01,RETURNED
2339,635,2024-08-22,PAID
2340,3056,2024-11-20,PAID
2341,3463,2025-04-10,PENDING
2342,4254,2025-05-14,PENDING
2343,582,2025-07-16,PENDING
2344,4091,2025-01-19,SHIPPED
2345,1046,2025-02-22,SHIPPED
2346,2787,2024-12-13,SHIPPED
2347,4897,2024-12-09,PENDING
2348,3320,2025-03-03,PENDING
2349,4419,2024-11-09,RETURNED
2350,3438,2025-04-29,SHIPPED
2351,4743,2025-02-04,PAID
2352,1374,2025-04-11,SHIPPED
2353,100,2024-10-22,PAID
2354,4166,2025-05-15,PAID
2355,1815,2024-11-15,PAID
2356,2647,2024-09-27,PAID
2357,3329,2025-07-07,PENDING
2358,3067,2025-03-19,PAID
2359,1502,2025-05-12,RETURNED
2360,3603,2025-06-11,SHIPPED
2361,211,2025-05-12,RETURNED
2362,1673,2025-07-18,SHIPPED
2363,3611,2025-03-23,PAID
2364,2009,2024-08-31,PAID
2365,3390,2025-07-04,SHIPPED
2366,4918,2025-07-10,PENDING
2367,2813,2025-05-13,PAID
2368,1546,2025-07-22,PAID
2369,2174,2024-10-07,SHIPPED
2370,2124,2025-01-23,RETURNED
2371,4602,2025-01-31,SHIPPED
2372,2233,2024-07-30,PAID
2373,1895,2025-06-19,SHIPPED
2374,4331,2025-03-18,PAID
2375,1125,2024-10-06,RETURNED
2376,4713,2025-04-05,RETURNED
2377,4693,2025-06-28,PAID
2378,4679,2024-09-06,PAID
2379,3968,2025-05-29,PAID
2380,2148,2025-06-26,PAID
2381,3910,2025-03-30,PENDING
2382,240,2025-07-09,PENDING
2383,4773,2024-08-08,PENDING
2384,4609,2024-11-04,PAID
2385,3705,2024-08-13,PAID
2386,493,2024-08-06,SHIPPED
2387,2696,2025-06-08,PAID
2388,3622,2024-12-06,PENDING
2389,3876,2025-05-05,PENDING
2390,4125,2025-01-17,RETURNED
2391,3476,2024-09-02,RETURNED
2392,3839,2024-08-21,RETURNED
2393,4904,2024-09-30,PAID
2394,4376,2024-09-01,PAID
2395,2048,2024-10-13,PENDING
2396,4403,2025-03-25,PENDING
2397,4599,2025-02-01,PAID
2398,406,2024-08-24,RETURNED
2399,4777,2024-09-09,SHIPPED
2400,4483,2025-04-14,PAID
2401,4529,2025-04-30,RETURNED
2402,183,2024-09-18,PENDING
