order_id,book_id,quantity,price_at_purchase
1896,4261,2,11.08
1896,2374,3,13.80
1896,4260,3,11.88
1897,7513,3,5.07
1897,796,2,21.54
1897,12981,3,18.14
1897,6492,2,7.00
1898,2355,3,17.72
1898,2464,1,18.22
1898,3821,3,19.63
1898,8553,2,7.45
1898,2748,2,8.33
1899,5504,3,8.06
1899,4246,1,13.96
1899,12,1,10.39
1900,7475,3,18.26
1901,5714,1,5.13
1901,5962,3,9.62
1901,10458,1,15.08
1901,4065,3,16.61
1902,3218,1,6.13
1902,7564,1,20.76
1903,11657,2,20.66
1904,82,2,12.91
1904,13197,3,15.14
1904,7626,3,23.36
1904,632,2,17.72
1905,12852,3,23.71
1905,9289,3,12.93
1905,10999,2,21.34
1905,6538,1,9.56
1906,11552,2,22.46
1907,6859,1,11.93
1907,8256,2,15.61
1907,760,1,16.19
1907,6650,2,23.69
1907,8519,2,10.75
1908,11887,1,9.78
1908,7016,1,23.72
1908,6305,3,19.29
1908,4509,3,19.45
1909,1992,2,5.38
1909,9822,2,23.00
1909,9495,3,24.85
1909,4251,3,9.72
1910,11713,2,12.98
1910,1046,2,10.10
1910,9634,2,13.31
1911,9624,2,8.73
1911,1101,1,6.03
1911,12968,2,17.08
1911,13309,2,20.76
1912,10226,3,14.84
1912,5789,2,19.18
1912,3478,1,17.19
1912,10820,1,14.35
1912,8679,3,7.71
1913,13214,1,11.88
1914,8693,3,20.96
1914,9204,3,18.85
1914,8805,2,23.53
1914,3919,3,15.86
1914,10244,3,22.37
1915,1616,1,18.09
1915,615,1,22.28
1915,3037,1,16.27
1915,7226,3,22.73
1916,11591,2,18.74
1916,10041,2,23.32
1916,13567,1,16.93
1916,12088,2,7.20
1916,692,2,18.96
1917,13295,2,24.98
1917,8433,3,17.24
1917,1139,1,11.60
1917,6889,3,5.55
1918,3084,3,11.53
1918,13967,1,21.41
1919,5626,3,5.28
1920,3863,1,21.55
1921,8172,1,17.27
1921,12522,3,16.02
1922,12849,1,8.48
1922,3511,2,12.08
1922,373,1,15.69
1922,388,2,7.79
1922,3049,3,20.35
1923,9316,3,18.14
1923,5983,3,14.72
1923,2859,3,15.80
1924,2263,2,8.96
1924,8236,2,18.23
1924,5736,1,21.89
1925,6911,1,19.56
1925,4651,1,22.49
1926,5208,3,13.03
1926,11879,2,19.81
1926,12572,1,24.99
1926,13402,2,8.93
1926,10057,3,17.81
1927,4761,2,11.18
1927,1838,1,6.93
1927,10168,1,11.51
1927,6708,3,14.70
1928,6261,1,7.86
1928,6716,1,8.98
1928,10160,3,11.83
1928,10759,2,24.80
1929,1597,3,7.28
1930,6844,2,11.99
1930,11763,1,24.05
1930,7679,1,7.00
1930,11247,2,15.63
1931,12422,1,24.51
1931,5587,2,19.29
1932,6156,1,13.98
1932,4781,1,11.99
1932,8683,3,7.35
1932,6369,2,20.69
1933,105,3,14.73
1933,11397,3,8.50
1933,5375,3,15.68
1934,5277,1,23.37
1934,10975,1,21.25
1934,11705,1,7.91
1935,8161,1,13.71
1935,12676,2,8.18
1935,8216,2,21.02
1935,5933,2,16.37
1936,5524,2,12.90
1937,5476,3,11.96
1937,6075,2,18.67
1937,10549,2,13.92
1937,185,2,22.99
1937,1475,3,19.24
1938,10122,1,9.40
1939,13352,3,18.57
1939,929,3,13.62
1939,13398,3,23.68
1939,1347,2,23.96
1939,4672,3,17.91
1940,6716,3,8.98
1940,5968,1,15.46
1941,6155,2,9.52
1941,11272,1,19.21
1941,13267,1,20.56
1941,4271,3,8.38
1941,5118,1,12.03
1942,8942,1,11.05
1942,4856,1,5.62
1943,838,3,8.16
1943,4643,3,18.20
1943,11469,2,18.44
1943,554,3,12.65
1944,9602,3,9.87
1944,5136,1,6.53
1944,9292,3,19.80
1944,11390,3,13.31
1944,11885,1,20.55
1945,13874,2,21.86
1945,7814,1,16.41
1946,9696,1,11.91
1946,4891,1,17.33
1946,718,1,8.10
1947,11831,3,7.49
1947,2638,2,22.63
1947,4466,1,22.26
1947,7224,2,10.69
1947,12424,2,10.12
1948,7260,3,7.22
1948,6838,3,10.69
1949,4787,2,14.05
1949,11134,3,12.38
1949,2066,1,6.92
1949,11613,2,10.79
1950,9664,3,18.19
1951,611,1,11.72
1951,3481,2,17.90
1951,6988,1,5.31
1951,13881,3,5.60
1951,2221,1,8.14
1952,1769,3,20.86
1953,10487,3,10.50
1953,5682,3,5.49
1953,4620,2,19.77
1954,2099,3,24.99
1955,1879,1,18.15
1956,1716,1,9.63
1956,7753,3,23.08
1956,8026,2,24.26
1956,4351,1,6.55
1956,5870,3,9.23
1957,2645,3,13.23
1957,6709,2,24.11
1957,7117,3,15.68
1957,230,1,22.95
1958,978,3,5.20
1958,5276,1,5.30
1958,7320,3,11.42
1958,5248,3,20.28
1959,7169,1,16.18
1959,542,2,6.37
1959,12340,3,6.79
1959,996,2,9.69
1960,12309,3,5.34
1960,4191,3,15.61
1960,10003,2,16.22
1960,3343,2,24.99
1960,13439,1,11.51
1961,13053,3,5.48
1961,7645,3,7.95
1961,6334,1,13.08
1961,4720,3,6.10
1962,12613,1,15.14
1962,5417,2,18.73
1963,3657,1,9.97
1963,3421,3,13.85
1964,10553,1,21.04
1964,4227,1,16.13
1965,9813,1,5.61
1965,4915,2,23.43
1966,7570,2,6.35
1967,9887,1,14.96
1967,11719,3,12.32
1967,4265,2,11.18
1967,12138,2,8.44
1967,7292,2,8.56
1968,5678,3,16.63
1968,1518,2,8.54
1968,8730,3,22.70
1969,11849,1,6.22
1969,10912,1,9.41
1969,10122,1,9.40
1969,10580,1,24.19
1969,3551,1,18.02
1970,3584,1,22.19
1970,9036,3,17.78
1971,11069,1,22.11
1972,8776,1,5.07
1972,5594,3,9.28
1973,607,3,20.64
1973,5327,2,10.88
1973,2765,2,22.22
1974,6562,3,23.09
1974,5369,3,19.56
1975,4188,2,12.50
1975,3527,3,24.06
1975,11847,3,6.74
1976,12755,3,11.84
1977,9069,1,23.90
1977,4155,2,9.93
1977,6285,1,22.79
1977,2151,2,9.15
1977,1996,2,15.53
1978,1462,2,24.96
1978,9480,2,15.30
1978,1668,1,10.92
1979,8756,1,10.02
1979,311,2,15.51
1979,6898,3,11.73
1980,2607,2,11.41
1980,2144,1,7.17
1980,10394,1,8.42
1980,1842,1,16.98
1980,4228,3,19.72
1981,3245,1,23.59
1981,12221,2,23.92
1981,11432,1,20.49
1982,5080,2,8.23
1982,12703,3,13.01
1982,6873,2,21.44
1982,470,3,16.14
1982,13336,1,16.94
1983,3649,1,19.51
1984,13289,2,19.20
1985,4871,2,14.29
1985,7790,3,18.68
1985,8867,2,16.62
1986,7948,2,23.45
1986,4197,1,24.88
1986,677,3,5.98
1987,7216,1,15.23
1987,3313,1,19.46
1988,5069,2,9.59
1989,1106,3,6.21
1989,5773,3,6.65
1989,9237,1,22.56
1990,6946,3,23.57
1991,7684,2,5.56
1991,1569,1,21.42
1992,7983,2,6.81
1992,13758,2,8.50
1992,4294,2,8.21
1992,13840,2,21.56
1993,209,3,10.55
1993,4893,3,20.42
1993,8292,2,7.11
1993,865,3,5.99
1994,7857,1,12.69
1995,3828,1,15.78
1995,2498,2,20.17
1996,1643,1,11.96
1997,6565,2,20.94
1997,11906,3,14.94
1997,11747,1,18.45
1997,12401,1,10.77
1997,9556,3,12.11
1998,7006,1,8.96
1998,4662,3,11.64
1998,7392,3,14.24
1999,10613,2,23.21
2000,1439,2,5.01
2000,8613,2,9.86
2000,6337,2,10.32
2001,4202,2,19.34
2002,983,2,21.74
2002,10178,2,13.98
2002,10025,3,17.49
2002,11893,2,9.29
2002,5861,3,21.90
2003,8464,3,21.34
2003,5575,2,21.53
2003,5612,2,17.92
2003,2182,1,23.62
2004,3137,3,10.33
2004,3139,3,21.66
2004,4982,3,5.99
2004,1020,1,12.49
2004,11925,2,22.85
2005,10687,1,5.86
2005,5972,1,14.22
2005,2847,2,24.18
2005,7846,2,18.51
2006,10829,2,17.43
2006,5481,1,8.44
2006,11799,1,6.97
2007,6244,1,5.41
2007,7251,1,13.05
2008,12077,2,14.50
2008,4229,3,5.19
2008,5402,2,8.84
2008,9223,3,6.93
2008,6106,1,14.63
2009,9218,3,10.23
2009,8436,3,8.10
2009,6583,1,10.57
2009,13976,2,7.33
2009,5761,3,8.35
2010,10027,1,6.11
2010,9448,1,12.46
2010,13399,3,16.12
2010,13564,3,10.32
2011,9892,2,23.22
2011,8927,2,7.65
2012,4039,3,7.54
2012,6151,3,13.10
2012,12587,1,17.17
2013,7263,1,6.15
2014,10657,3,21.06
2014,9589,1,23.59
2015,993,1,9.72
2016,13385,2,21.33
2017,11651,1,19.79
2017,11559,1,9.34
2017,3023,3,18.18
2018,2435,1,12.90
2018,4312,2,9.36
2019,13296,3,16.80
2019,10700,3,12.03
2019,6969,2,17.07
2019,6061,2,13.12
2019,13859,1,17.39
2020,5080,1,8.23
2021,10863,1,6.83
2021,13570,1,15.69
2021,7783,1,20.31
2021,12379,3,19.93
2021,6360,3,6.43
2022,811,1,22.38
2022,10242,1,10.40
2022,1228,2,9.17
2023,3193,3,17.88
2023,5404,1,7.36
2024,5377,1,11.06
2025,1190,3,19.73
2025,153,2,12.73
2025,8472,2,10.78
2026,13262,3,23.22
2027,2360,2,21.33
2027,1401,1,9.72
2028,1080,1,21.91
2029,5332,1,5.93
2029,5229,2,21.33
2030,11588,2,23.20
2030,12033,1,12.92
2030,1628,1,6.36
2031,6651,3,10.16
2031,2804,1,14.96
2031,13501,3,24.18
2032,2072,1,19.58
2032,5455,3,17.37
2032,13852,2,13.31
2032,4196,2,11.10
2032,9171,3,15.96
2033,730,3,5.12
2033,13965,1,5.61
2033,7559,1,6.65
2033,5916,2,7.90
2033,4653,2,9.67
2034,6512,2,16.19
2034,6353,1,17.32
2034,8101,2,13.51
2035,6076,3,14.06
2035,2061,2,6.12
2035,10505,3,6.32
2036,9196,3,22.35
2037,4006,3,19.17
2037,10872,1,15.81
2038,6905,2,15.99
2038,3506,3,16.57
2038,3104,1,6.57
2038,4264,2,8.58
2038,4285,2,14.66
2039,970,2,14.89
2039,10303,2,8.07
2040,3367,1,20.80
2040,3072,3,7.98
2040,11929,1,22.20
2041,5317,2,7.72
2041,9052,1,24.85
2041,10988,2,21.97
2042,12463,2,11.67
2042,11811,3,6.52
2042,9282,3,16.01
2042,9253,3,23.51
2042,12883,1,23.94
2043,12379,3,19.93
2043,5366,2,7.48
2043,583,1,16.91
2043,13914,2,6.88
2044,10098,1,14.67
2044,12549,2,16.22
2044,3833,1,14.96
2044,9363,3,9.96
2044,8750,3,18.83
2045,4627,3,18.46
2045,10093,1,8.86
2046,1615,1,24.47
2046,2608,2,7.27
2046,1595,2,20.30
2046,7994,3,9.12
2047,12744,1,21.29
2047,8112,1,19.59
2047,8177,2,22.73
2047,4255,3,22.88
2047,7516,2,13.75
2048,2494,3,5.87
2048,6887,3,5.61
2048,7789,2,24.30
2049,7379,2,5.37
2049,5921,2,15.53
2049,9663,3,9.96
2049,10411,3,23.77
2050,13702,2,20.63
2050,5276,1,5.30
2051,8631,3,5.18
2051,10116,2,7.36
2051,12348,3,8.58
2051,9740,2,19.46
2051,5280,3,10.54
2052,1093,2,6.68
2052,9022,1,11.01
2053,12795,2,12.65
2053,2129,1,17.24
2053,11763,3,24.05
2054,3165,2,15.33
2054,10036,2,9.85
2054,11300,3,17.37
2054,8851,3,11.38
2055,9540,1,15.25
2056,10727,2,23.41
2056,5760,1,5.76
2056,442,1,23.50
2056,8190,2,17.73
2056,11725,2,22.51
2057,1685,2,14.80
2057,890,3,8.43
2057,12509,2,8.88
2057,5010,2,20.04
2057,1657,3,13.45
2058,1894,3,12.24
2058,7870,2,20.63
2058,6755,2,7.78
2058,10909,2,15.43
2059,8619,3,10.35
2059,4224,1,23.28
2059,1376,3,17.60
2059,5093,1,16.22
2059,10556,2,17.21
2060,3487,1,19.59
2061,435,3,8.02
2061,7406,3,20.36
2062,11708,1,11.81
2062,1719,1,8.09
2062,4107,1,23.67
2062,2406,2,14.88
2063,8512,3,8.46
2063,5414,3,8.12
2064,6905,3,15.99
2064,7406,2,20.36
2065,11079,1,18.44
2065,4882,2,5.13
2065,89,1,21.76
2066,4917,2,14.58
2066,11939,3,10.75
2066,5788,1,15.43
2066,6268,2,13.14
2066,6692,3,21.56
2067,7489,1,9.85
2067,9327,2,9.21
2067,1516,3,9.41
2067,9203,2,6.13
2067,12240,3,13.58
2068,12153,1,14.24
2068,7743,1,9.58
2069,8178,1,7.10
2069,6248,2,20.62
2070,5779,1,15.60
2071,2380,3,20.78
2071,9463,1,22.33
2071,11155,1,23.28
2071,3882,1,5.21
2071,132,3,22.48
2072,9812,1,8.58
2072,1578,2,18.90
2072,8582,1,22.67
2072,10405,3,18.53
2072,13713,1,12.48
2073,2805,3,8.49
2073,13087,1,8.35
2073,13660,3,21.66
2073,13625,3,23.78
2074,214,3,18.29
2074,9906,1,24.86
2074,9439,1,13.99
2074,8216,2,21.02
2074,5233,3,19.25
2075,10566,3,9.82
2076,3993,1,19.82
2076,12881,2,15.01
2076,4341,1,16.97
2077,2938,2,11.50
2077,2874,1,10.81
2077,10393,3,19.11
2077,6583,1,10.57
2078,13170,1,18.60
2079,3035,1,7.92
2079,6274,2,6.52
2080,1760,2,24.64
2080,1888,2,11.97
2080,3040,3,23.55
2081,4520,2,22.22
2081,1031,1,7.85
2081,376,1,9.43
2081,7595,1,19.67
2082,2793,2,19.56
2082,3231,3,19.04
2082,9840,3,13.51
2082,12731,3,20.82
2082,942,2,12.77
2083,1381,3,19.53
2084,11790,1,12.98
2084,11553,3,10.68
2084,7452,3,18.57
2084,9923,2,21.66
2084,1690,1,9.12
2085,11425,3,5.38
2085,7590,2,17.40
2085,10976,2,8.36
2085,10158,1,15.14
2085,9368,3,22.27
2086,13346,2,14.84
2087,3889,1,16.25
2087,6524,1,14.84
2087,9509,2,23.07
2088,8266,1,13.11
2088,6884,3,8.53
2088,6435,3,10.32
2088,3869,1,11.65
2088,11131,3,6.60
2089,1461,2,20.15
2089,10879,2,19.74
2089,798,3,7.58
2089,13180,1,23.33
2089,6098,3,9.73
2090,2632,2,9.34
2090,1660,3,8.25
2090,12262,3,11.42
2090,12931,1,18.44
2091,7533,1,5.54
2091,13422,3,6.17
2091,7286,1,12.23
2091,12069,2,10.28
2092,804,1,7.27
2093,9046,2,21.15
2093,7363,3,14.71
2094,8286,1,7.18
2094,1948,1,13.05
2094,7535,2,8.80
2095,11894,2,20.05
2096,8899,3,13.27
2096,9455,2,18.43
2096,1966,3,8.24
2096,727,3,24.41
2096,10442,2,23.58
2097,1436,1,18.26
2097,6728,2,10.13
2097,8277,3,23.66
2098,9851,2,17.62
2099,1537,3,18.83
2099,3740,1,11.19
2099,13145,2,18.17
2099,10069,2,16.38
2099,8136,2,18.79
2100,10481,1,16.43
2101,10879,3,19.74
2101,13130,2,19.44
2101,10234,3,13.86
2102,8304,1,8.15
2102,6724,1,15.22
2102,3289,2,12.63
2103,4072,1,21.52
2103,7505,3,6.75
2103,10463,2,15.27
2103,6044,1,8.24
2104,2038,1,7.60
2104,4452,3,6.62
2104,6217,3,10.05
2104,76,3,22.65
2104,12171,1,6.88
2105,11770,2,19.00
2105,1411,1,15.48
2106,8577,2,15.72
2106,1837,3,11.66
2106,1639,3,5.66
2107,7100,1,19.46
2108,13655,3,22.57
2108,12720,2,13.42
2108,11455,3,19.68
2108,11686,1,17.36
2109,11364,1,22.37
2109,9455,3,18.43
2109,9403,3,23.89
2109,1560,2,21.67
2109,8979,2,16.90
2110,10855,2,11.58
2110,9557,2,7.18
2110,11426,3,15.42
2110,6445,1,23.39
2110,12741,1,9.50
2111,13121,1,15.94
2111,8940,3,12.27
2111,8245,3,18.46
2111,2304,1,11.56
2112,13816,3,19.19
2112,1833,3,9.94
2113,8797,1,22.04
2113,6121,3,8.08
2113,10932,3,6.81
2113,8910,2,16.56
2113,9225,2,22.11
2114,12759,1,21.19
2114,1624,3,15.78
2114,1672,1,24.28
2114,1290,1,20.32
2114,580,2,11.92
2115,8938,2,21.90
2115,7228,2,10.61
2115,13561,2,20.33
2115,3187,3,9.19
2115,11506,2,10.06
2116,10727,2,23.41
2116,9544,2,19.56
2117,7013,2,17.99
2117,512,1,9.57
2118,11464,3,17.40
2119,1504,2,13.11
2119,9773,2,9.91
2119,2007,3,7.93
2119,5366,2,7.48
2120,2431,1,9.40
2120,2995,1,5.36
2120,1212,1,17.45
2121,10162,2,23.43
2121,10040,1,13.54
2122,3339,3,5.13
2122,13184,2,5.70
2122,1053,2,20.71
2122,2423,1,15.96
2122,10798,1,7.21
2123,9333,2,14.72
2123,3417,3,17.73
2124,9894,1,10.59
2124,2085,3,15.40
2125,3518,2,19.35
2125,6206,2,11.69
2126,13730,2,5.62
2126,3188,1,8.78
2126,2990,1,23.35
2126,5958,3,10.05
2126,13397,1,19.09
2127,11279,1,18.81
2127,4595,1,18.65
2127,10799,2,15.67
2128,9788,3,9.95
2129,3929,2,6.95
2129,8848,1,21.39
2130,2924,2,23.04
2130,2885,2,5.53
2130,9175,1,24.40
2131,3902,2,7.99
2131,7562,1,11.04
2131,3917,3,21.56
2132,5598,3,9.76
2132,6831,3,21.20
2132,13637,2,5.25
2132,10841,3,22.71
2133,6316,1,22.80
2133,5471,1,15.94
2133,5118,3,12.03
2133,7756,3,22.31
2134,11146,1,8.66
2134,9870,3,13.45
2134,4364,1,17.60
2134,11758,2,13.86
2134,11057,2,19.28
2135,11450,1,18.61
2135,3553,3,18.44
2135,699,1,20.27
2135,7181,3,10.17
2136,2307,3,20.48
2136,422,2,17.94
2136,7855,1,14.07
2137,5476,2,11.96
2137,35,3,11.91
2137,191,1,20.37
2137,4178,2,16.11
2138,12260,1,22.25
2138,1976,2,19.77
2138,11301,2,20.01
2139,6565,3,20.94
2140,5571,3,11.03
2140,3277,1,7.37
2140,7328,3,18.44
2140,11255,1,8.21
2140,4556,2,10.50
2141,9658,1,20.27
2141,376,1,9.43
2141,3921,3,22.34
2142,11084,3,12.20
2142,5842,1,15.80
2143,9206,3,12.88
2143,4968,1,5.75
2144,2867,3,17.71
2144,521,1,23.50
2144,13120,3,17.77
2144,10201,2,8.43
2144,11431,3,15.90
2145,2665,3,16.60
2145,4460,1,13.11
2145,10424,1,11.38
2145,9359,2,13.33
2146,12684,1,20.51
2146,1215,3,21.94
2146,9292,2,19.80
2147,1130,1,14.20
2147,1540,1,7.82
2147,11705,2,7.91
2148,3452,3,8.51
2149,7990,1,20.25
2149,10596,1,17.74
2149,3431,1,18.03
2149,13066,3,14.02
2149,1316,2,20.19
2150,10066,3,18.90
2150,13003,1,21.21
2150,4255,3,22.88
2150,6141,1,19.25
2151,11590,2,13.75
2151,11629,2,18.08
2151,6191,3,11.61
2152,130,1,14.27
2153,4491,1,14.88
2153,12805,2,15.27
2153,7144,2,8.53
2153,11744,2,22.04
2153,2554,2,5.54
2154,5699,3,5.83
2154,12961,1,22.74
2154,8972,3,21.44
2155,9649,2,18.71
2155,543,2,7.85
2156,11179,3,14.03
2156,4566,2,15.18
2157,13311,1,6.41
2157,11877,2,24.84
2157,11343,2,7.92
2157,9095,3,22.18
2158,2583,3,10.00
2158,7311,3,19.99
2159,9000,3,12.49
2159,11120,2,23.46
2159,11339,3,11.67
2160,4975,3,8.65
2160,9248,3,23.53
2161,93,2,10.45
2161,12310,3,6.54
2161,2948,1,24.39
2161,3432,2,5.58
2162,11394,2,8.34
2162,7220,3,7.78
2163,6859,3,11.93
2164,11772,2,21.89
2164,12737,2,21.35
2164,12610,2,18.08
2165,1331,2,10.63
2165,10127,3,14.80
2165,9522,2,9.70
2165,2672,2,24.43
2166,1960,1,19.99
2167,13750,2,8.41
2168,7482,1,18.83
2168,632,3,17.72
2168,1132,1,20.11
2168,1909,1,15.10
2169,7072,3,10.81
2169,12096,3,8.16
2169,7018,3,20.63
2170,11348,2,9.94
2171,1011,2,20.93
2171,1155,2,8.62
2172,13900,2,11.97
2172,2284,1,19.76
2173,10921,1,6.73
2173,3336,2,5.96
2173,13596,2,23.07
2174,11427,2,15.95
2174,10830,1,12.90
2174,11403,1,6.46
2174,4273,2,11.36
2175,255,1,18.86
2175,13616,2,18.62
2176,11074,1,7.72
2176,8779,1,6.73
2176,9765,3,22.20
2176,6909,1,7.63
2176,12465,3,5.50
2177,1804,3,24.43
2177,5516,3,10.60
2178,3514,2,10.52
2178,1019,2,14.33
2179,6972,1,10.48
2180,4517,2,14.01
2180,2314,3,8.78
2180,6313,2,10.55
2180,7362,3,15.40
2181,1198,2,24.97
2181,10856,3,9.91
2181,2264,3,22.97
2181,3139,1,21.66
2182,2359,2,9.65
2182,7748,3,17.18
2182,2624,3,23.75
2182,7825,1,23.03
2182,11362,1,18.03
2183,9033,1,14.62
2184,424,1,8.18
2184,13666,1,19.93
2185,4277,2,24.64
2185,4051,2,5.19
2186,3676,3,24.52
2186,5779,1,15.60
2186,1220,3,15.79
2186,6858,3,9.50
2186,10204,2,22.54
2187,2594,2,22.00
2187,9019,1,8.43
2187,5476,3,11.96
2188,2250,1,10.96
2188,7761,1,9.00
2189,7401,3,16.95
2189,9522,3,9.70
2189,6859,2,11.93
2189,7576,2,16.30
2189,13852,3,13.31
2190,1968,1,12.29
2190,2180,1,6.83
2190,12811,1,6.45
2191,1293,2,14.85
2191,1385,1,23.15
2191,13708,3,13.45
2191,10470,1,14.77
2191,8803,2,15.47
2192,6440,3,11.39
2192,3387,2,22.67
2193,4598,2,23.00
2194,2099,1,24.99
2195,42,1,12.99
2195,8573,1,18.17
2195,12525,1,23.69
2196,374,1,12.49
2196,3337,3,19.30
2196,7442,2,19.05
2197,7483,2,15.66
2198,11168,3,21.34
2198,10502,3,15.41
2199,195,2,16.30
2199,9314,1,11.99
2199,4160,2,16.20
2199,12730,2,19.82
2199,9757,2,9.14
2200,946,2,22.51
2200,4394,3,5.62
2200,13625,2,23.78
2201,9534,1,22.58
2202,12411,2,9.08
2202,8146,3,5.19
2202,13847,2,20.08
2202,5343,1,18.76
2203,11973,1,15.58
2204,11592,3,7.43
2204,12007,2,16.72
2204,13637,3,5.25
2204,7845,1,13.83
2205,5186,2,9.63
2205,500,2,12.11
2205,11836,2,22.32
2205,4215,3,19.81
2205,4990,1,21.09
2206,10935,3,11.37
2207,11256,3,6.54
2207,3841,3,15.12
2207,7243,1,7.42
2208,4019,1,7.61
2208,4148,3,15.23
2208,4616,2,23.82
2208,118,2,23.64
2209,10506,1,10.66
2209,4941,2,13.67
2209,9053,2,12.45
2209,2954,1,7.16
2209,7308,3,9.27
2210,5666,2,21.19
2210,11768,2,12.68
2210,4711,3,13.55
2211,7323,3,10.58
2211,7731,2,18.79
2211,11560,3,7.62
2212,5725,3,23.21
2212,10007,2,6.04
2213,3291,3,14.18
2213,7447,2,15.39
2213,10407,1,8.90
2213,1714,3,23.47
2214,8895,1,7.95
2214,7322,3,18.89
2214,7024,3,14.36
2214,10545,1,11.95
2215,7262,3,15.26
2215,5587,2,19.29
2215,13374,3,22.68
2215,8046,1,7.18
2216,2007,2,7.93
2216,13461,2,18.80
2216,12995,1,18.13
2217,9515,2,14.84
2217,11684,2,7.38
2218,7658,1,7.99
2218,7010,2,23.52
2219,460,3,8.62
2220,5099,1,7.59
2220,7296,1,12.47
2220,7480,3,8.45
2220,2557,3,22.39
2221,11781,2,15.71
2221,13294,2,7.69
2221,294,3,9.16
2222,10400,3,13.80
2222,8342,2,18.32
2222,13541,1,16.96
2223,4704,1,11.31
2223,305,3,24.33
2223,8927,2,7.65
2224,1973,3,23.10
2224,2911,3,17.25
2224,2529,2,24.09
2225,7981,3,9.52
2225,9269,1,7.15
2225,833,2,18.79
2225,9877,2,24.59
2225,7476,2,11.07
2226,5552,3,18.16
2226,2608,3,7.27
2227,10579,3,5.51
2227,2528,2,18.70
2228,1212,2,17.45
2228,783,2,13.00
2228,9201,3,8.95
2228,1014,2,17.28
2229,10535,3,24.03
2229,9610,1,9.68
2230,3063,2,19.29
2230,7314,3,9.31
2230,7211,1,8.87
2230,2855,3,13.27
2231,7399,3,19.55
2231,8705,1,17.59
2231,7576,3,16.30
2231,13723,3,14.93
2231,4034,3,15.44
2232,4273,2,11.36
2232,780,1,12.17
2232,8900,2,24.62
2232,8715,2,19.34
2232,982,1,8.93
2233,6590,1,17.80
2233,7371,3,14.42
2233,4345,2,21.76
2233,7964,2,8.21
2234,2335,3,18.24
2234,9766,2,18.56
2234,2576,3,19.78
2234,3257,3,7.56
2235,6434,3,13.37
2235,5527,1,18.78
2236,13248,2,14.77
2236,1504,1,13.11
2236,13452,2,9.20
2237,13073,3,15.18
2238,8637,1,9.26
2239,5195,1,22.00
2239,10697,2,14.22
2239,1593,3,8.15
2239,9124,3,21.53
2240,3117,3,19.00
2240,2878,1,12.23
2240,11730,2,5.34
2240,5666,3,21.19
2240,2214,3,24.63
2241,3951,3,24.81
2241,6907,1,15.61
2241,10432,2,12.66
2242,13757,3,22.81
2242,6822,1,21.87
2243,33,1,24.57
2243,6380,3,10.86
2244,2613,3,6.76
2244,9676,2,20.29
2244,5062,1,14.35
2244,5757,3,7.17
2244,7346,3,22.59
2245,8486,1,10.61
2246,3729,2,20.28
2246,261,1,5.76
2246,934,3,21.84
2246,2339,1,8.29
2246,4483,2,17.93
2247,12441,3,21.32
2247,1196,3,6.14
2247,5742,2,15.44
2248,10749,2,23.25
2248,6008,2,7.15
2248,90,3,9.12
2249,802,3,5.21
2250,2670,1,10.03
2250,477,1,16.55
2250,9721,1,24.46
2250,1589,1,19.54
2251,13275,2,19.51
2251,12598,3,9.25
2251,7164,1,22.56
2252,2533,1,9.99
2253,12787,2,10.56
2253,10241,1,6.43
2253,8808,3,14.44
2254,424,2,8.18
2254,12673,1,16.29
2254,2326,2,13.97
2254,1886,1,9.02
2255,8855,3,21.47
2255,1539,1,15.84
2255,6057,2,24.58
2255,7293,2,22.08
2256,7869,1,19.07
2256,7232,1,9.34
2256,11198,2,16.04
2257,5858,3,21.93
2257,6407,3,14.45
2257,3520,3,18.91
2258,1377,2,12.99
2258,11162,1,23.57
2258,6392,2,13.49
2258,10552,3,8.51
2258,2293,2,24.66
2259,8703,1,11.53
2259,20,2,17.29
2259,13198,2,22.31
2259,229,2,17.36
2260,8113,2,5.84
2260,12048,1,20.99
2260,2620,1,9.26
2260,6104,3,17.17
2261,4560,2,23.91
2261,1217,2,9.96
2261,12485,1,9.96
2261,6691,1,14.78
2262,5533,1,16.64
2263,1919,1,18.40
2264,3672,3,13.94
2264,5748,2,9.73
2264,4130,3,15.21
2264,2627,1,23.27
2265,5088,1,21.34
2265,13715,2,22.27
2265,8495,2,14.86
2265,2844,2,11.02
2266,4901,3,23.26
2266,11745,2,20.87
2266,12237,1,12.87
2266,9439,1,13.99
2267,7687,2,17.99
2267,1668,3,10.92
2267,9160,2,23.38
2267,1252,1,20.64
2267,7130,3,16.06
2268,10825,1,22.19
2268,6944,3,11.59
2269,3596,1,22.79
2269,11803,2,24.90
2269,10922,1,23.08
2269,6443,2,8.54
2270,13286,1,5.92
2271,10124,1,9.26
2271,3889,3,16.25
2271,1660,3,8.25
2271,5400,1,15.07
2271,3739,3,20.96
2272,5253,2,5.86
2272,12747,3,6.69
2272,6853,2,9.31
2272,324,2,7.28
2272,5454,3,16.79
2273,551,1,20.00
2273,5939,1,14.68
2273,5942,2,17.44
2274,2435,2,12.90
2275,13921,3,11.23
2275,4449,1,5.50
2275,3833,3,14.96
2275,3394,3,22.36
2276,5209,1,6.17
2276,11182,3,9.23
2276,1044,2,12.39
2276,4862,2,11.21
2277,4627,1,18.46
2278,12464,3,9.10
2278,7443,2,24.30
2279,13062,1,17.46
2279,9565,2,15.45
2279,12351,2,22.52
2279,12053,3,19.54
2280,206,3,24.41
